0,0,0
0.01681,-0.035445,-0.0054724
0.034672,-0.028852,-0.15101
0.065534,-0.02055,-0.35699
0.052136,-0.022704,-0.24463
0.054244,-0.00076483,-0.21414
0.059925,0.0051593,-0.29303
0.092299,0.032616,-0.47311
0.10359,0.042156,-0.53596
0.073913,0.027172,-0.29388
0.069508,0.051149,-0.1945
0.10025,0.052123,-0.3112
0.12333,0.1056,-0.46131
0.115,0.11351,-0.33335
0.058612,0.18144,-0.0042339
0.048904,0.24365,0.038347
0.08472,0.32745,-0.12576
0.061995,0.45015,0.08735
0.051031,0.68503,-0.0032088
-0.04429,1.0014,0.20455
-0.091743,1.3372,0.22097
-0.10079,1.7456,0.097521
-0.19526,2.2832,0.17752
-0.29897,2.77,0.16635
-0.41294,3.4249,0.36874
-0.53111,4.1291,0.41893
-0.62805,4.7855,0.46244
-0.69451,5.488,0.43702
-0.81377,6.222,0.63683
-0.92545,6.9459,0.88714
-1.0651,7.655,1.0045
-1.1955,8.4268,1.0301
-1.1896,9.1342,0.98845
-1.3731,9.9527,1.1636
-1.4568,10.712,1.3091
-1.4611,11.455,1.0816
-1.4014,12.202,0.66743
-1.3688,12.912,0.47119
-1.5493,13.522,0.57463
-1.4725,14.084,0.2961
-1.5505,14.657,0.25163
-1.6014,15.177,0.13715
-1.5876,15.618,0.077599
-1.6318,15.994,-0.057974
-1.5848,16.439,-0.24225
-1.6359,16.871,-0.29353
-1.589,17.215,-0.44078
-1.5958,17.54,-0.50951
-1.6188,17.863,-0.62144
-1.554,18.183,-0.70384
-1.609,18.561,-0.75434
-1.6577,18.907,-0.68917
-1.9153,19.257,-0.20133
-1.9674,19.608,-0.068192
-1.9709,20.026,-0.027937
-2.0726,20.433,0.075372
-2.1752,20.785,0.31333
-2.3664,21.179,0.55397
-2.558,21.649,0.72861
-2.7633,22.059,1.0921
-3.0841,22.561,1.3738
-3.2607,22.929,1.6608
-3.4729,23.397,1.8352
-3.7488,23.838,2.1084
-4.1068,24.255,2.359
-4.1182,24.552,2.5272
-4.814,25.14,2.6104
-4.8592,25.455,2.6976
-4.8522,25.708,2.7122
-4.9887,25.9,2.8903
-5.1372,25.988,2.9372
-5.1863,25.928,3.0357
-5.0835,25.845,2.9237
-5.1067,25.738,3.016
-5.0729,25.611,2.9588
-5.0551,25.478,2.9008
-4.8975,25.349,2.8137
-5.0143,25.268,2.8137
-4.9713,25.21,2.7121
-5.0692,25.192,2.613
-5.2179,25.139,2.5555
-5.1269,25.076,2.4527
-5.2852,25.075,2.3506
-5.2482,25.114,2.2376
-5.228,25.113,2.0541
-5.2998,25.144,1.7798
-5.3678,25.159,1.5266
-5.5352,25.288,1.2429
-5.8029,25.392,1.0183
-6.0071,25.589,0.75398
-5.9071,25.686,0.32188
-6.0635,25.801,-0.016484
-5.9328,25.827,-0.32969
-6.1163,25.985,-0.4685
-6.2236,26.047,-0.7385
-6.2638,26.134,-0.94299
-6.2344,26.253,-1.1866
-6.2239,26.37,-1.477
-6.1047,26.493,-1.9629
-6.2827,26.632,-2.1822
-6.4178,26.651,-2.2867
-6.4136,26.739,-2.7116
-6.395,26.781,-3.0021
-6.5137,26.837,-3.1157
-6.4529,26.85,-3.5936
-6.4238,26.88,-3.788
-6.458,26.886,-4.1754
-6.447,26.861,-4.6358
-6.178,26.924,-5.3774
-5.622,27.054,-6.5931
-5.5878,27.012,-6.8806
-5.5531,26.986,-7.0999
-5.5424,26.934,-7.3039
-5.4285,26.922,-7.7288
-5.4032,26.944,-7.9354
-5.4179,26.908,-8.0182
-5.4253,26.957,-8.1388
-5.4371,26.949,-8.3217
-5.444,26.911,-8.4618
-5.5498,26.872,-8.5511
-5.7895,26.874,-8.4234
-5.7314,26.879,-8.7185
-5.6381,26.871,-9.0206
-5.5508,26.85,-9.409
-5.4189,26.85,-9.7819
-5.5652,26.817,-9.7522
-5.5603,26.781,-9.9859
-5.4121,26.786,-10.518
-5.3994,26.745,-10.754
-5.3896,26.674,-11.028
-5.407,26.607,-11.249
-5.3989,26.523,-11.396
-5.4237,26.504,-11.57
-5.3547,26.449,-11.867
-5.3367,26.372,-12.003
-5.2066,26.349,-12.311
-5.1729,26.274,-12.524
-5.1591,26.084,-12.646
-5.1088,26.077,-12.828
-5.1748,25.953,-12.925
-5.1229,25.885,-13.165
-5.2592,26.075,-13.19
-5.3709,26.005,-13.229
-5.2201,25.99,-13.678
-5.197,25.921,-13.832
-5.142,25.885,-14.025
-5.2758,25.842,-13.98
-5.7881,25.832,-13.291
-5.8483,25.791,-13.261
-5.8615,25.762,-13.249
-5.8529,25.74,-13.313
-5.7701,25.717,-13.529
-5.9294,25.51,-13.407
-6.0393,25.441,-13.349
-6.1429,25.417,-13.345
-6.1906,25.385,-13.415
-6.2669,25.35,-13.408
-6.3189,25.271,-13.398
-6.3313,25.252,-13.446
-6.3721,25.226,-13.52
-6.4304,25.185,-13.497
-6.4071,25.147,-13.619
-6.5064,25.11,-13.552
-6.6474,24.995,-13.461
-6.6836,24.968,-13.635
-6.8497,24.867,-13.609
-7.0304,24.774,-13.491
-7.1054,24.683,-13.485
-7.1641,24.632,-13.505
-7.2901,24.482,-13.441
-7.2464,24.48,-13.482
-7.1234,24.443,-13.536
-7.1025,24.493,-13.669
-7.1211,24.472,-13.7
-7.1456,24.483,-13.652
-7.3527,24.472,-13.31
-7.3764,24.47,-13.333
-7.2052,24.59,-13.604
-7.1406,24.549,-13.583
-7.0728,24.578,-13.611
-7.0304,24.595,-13.597
-7.0454,24.744,-13.508
-7.0306,24.675,-13.514
-7.2523,24.673,-13.137
-7.0994,24.626,-13.336
-7.1353,24.609,-13.36
-7.1902,24.501,-13.303
-7.1488,24.511,-13.427
-7.1628,24.467,-13.432
-7.1458,24.478,-13.479
-7.1592,24.465,-13.48
-7.1322,24.491,-13.495
-7.1514,24.496,-13.449
