0.72123,0.59916,2.3174,2.9884,0.73983,0.6726,0.48177,0.79755,1.0624,0.67902
0.69027,0.61689,2.2481,2.9209,0.79929,0.68447,0.47851,0.86855,1.0612,0.62289
0.654,0.62658,2.2458,2.937,0.80897,0.66211,0.47015,0.9324,1.0382,0.56601
0.64338,0.61626,2.2991,3.0572,0.81276,0.65214,0.47048,0.92989,1.0049,0.55003
0.67969,0.6197,2.3587,3.1683,0.8124,0.67686,0.47758,0.91949,1.0566,0.60627
0.71733,0.62115,2.3812,3.0862,0.78795,0.69321,0.47532,0.85661,1.098,0.67919
0.73422,0.60594,2.3107,2.9401,0.76502,0.68071,0.47995,0.79085,1.0823,0.69683
0.72393,0.59261,2.17,2.7707,0.73342,0.65696,0.488,0.76265,1.0652,0.67091
0.68813,0.57143,1.9947,2.513,0.69575,0.66036,0.49046,0.72574,1.0157,0.62226
0.65674,0.55484,1.8426,2.3048,0.69195,0.65894,0.48973,0.71372,0.93838,0.5621
0.60797,0.52669,1.8714,2.3738,0.67739,0.63075,0.47648,0.67633,0.87523,0.51213
0.57404,0.51936,1.9408,2.5005,0.68056,0.60292,0.46841,0.66382,0.85861,0.47971
0.54285,0.51172,1.8832,2.4771,0.67867,0.57156,0.4754,0.65635,0.84962,0.45824
0.55315,0.50744,1.8039,2.4756,0.68848,0.55299,0.49862,0.67907,0.84908,0.45762
0.5685,0.51536,1.81,2.6307,0.68799,0.54598,0.50405,0.73809,0.8499,0.45225
0.59898,0.51538,2.0351,2.9518,0.67833,0.54882,0.49042,0.75859,0.85397,0.45602
0.63426,0.51616,2.1651,2.9464,0.67323,0.54582,0.47097,0.79983,0.85534,0.46356
0.67552,0.5255,2.1781,2.8028,0.71661,0.5411,0.45836,0.81058,0.87239,0.47327
0.69978,0.54145,2.0582,2.5976,0.72196,0.53307,0.50144,0.82954,0.90566,0.48578
0.73066,0.53942,2.0509,2.426,0.74515,0.53153,0.66018,0.85776,0.91977,0.49608
0.73725,0.53356,2.0128,2.3389,0.74766,0.54843,0.72347,0.87409,0.93662,0.50772
0.73809,0.53176,1.9316,2.3096,0.73239,0.56845,0.73054,0.9208,0.95439,0.51489
0.72606,0.53911,2.0158,2.6163,0.74066,0.58968,0.71119,0.93595,0.99505,0.52157
0.72957,0.55512,2.351,3.04,0.80105,0.60892,0.70143,0.94126,1.0837,0.55633
0.74371,0.56882,2.4756,3.1333,0.85262,0.63125,0.78795,0.95174,1.1415,0.57738
0.75012,0.55175,2.4226,3.1535,0.85263,0.63619,0.84693,0.9278,1.1485,0.57977
0.73237,0.53228,2.2984,3.1182,0.83488,0.65685,0.84126,0.90993,1.1304,0.57064
0.7166,0.52239,2.1707,3.0505,0.85491,0.68307,0.78243,0.90341,1.0834,0.54601
0.7147,0.5068,2.1296,3.1341,0.85945,0.75995,0.76183,0.8585,1.0627,0.51347
0.72104,0.49578,2.1678,3.2349,NaN,0.87291,0.75163,0.83134,1.0324,0.47769
0.69871,0.48109,2.1778,3.2966,NaN,0.89409,0.70873,0.84682,0.9872,0.44775
0.69436,0.46459,2.1645,3.273,NaN,0.84387,0.66113,0.8459,0.95734,0.43966
0.68971,0.4507,2.3442,3.236,NaN,0.75679,0.60808,0.82962,0.94488,0.43075
0.68135,0.45072,2.5298,3.1332,NaN,0.68159,0.56762,0.82138,0.98417,0.42111
0.6914,0.47041,2.5572,3.0744,NaN,0.67284,0.55426,0.84174,1.0137,0.41699
0.70022,0.49003,2.4655,3.081,NaN,0.66196,0.5507,0.90856,1.0308,0.43642
0.68286,0.48157,2.416,3.0478,NaN,0.64716,0.56221,0.91443,1.0487,0.47031
0.67024,0.47015,2.3899,2.9678,NaN,0.62867,0.58126,0.90145,1.059,0.48712
0.66283,0.46057,2.3813,3.1216,NaN,0.64635,0.57936,0.89494,1.1044,0.49423
0.66922,0.45796,2.3762,3.2891,NaN,0.68011,0.58077,0.89755,1.1343,0.50531
0.64762,0.4712,2.2594,3.3746,NaN,0.69928,0.55,0.8516,1.0847,0.49185
0.62072,0.4864,2.4253,3.62,NaN,0.70517,0.51563,0.79428,1.0366,0.4655
0.62052,0.52947,2.6146,3.7708,NaN,0.73799,0.48584,0.79204,1.0112,0.44787
0.64287,0.56425,2.7574,3.5555,NaN,0.74488,0.45996,0.77817,1.0028,0.43397
0.67953,0.58722,2.9741,3.4089,NaN,0.73791,0.45695,0.82313,1.009,0.42952
0.68631,0.58563,2.9184,3.2282,NaN,0.87854,0.47739,0.88726,1.0202,0.43426
0.70574,0.58043,2.7199,3.1118,NaN,0.92892,0.50703,0.88787,0.9965,0.44841
0.71723,0.57213,2.5918,3.0791,NaN,0.96365,0.53541,0.91155,0.9805,0.46854
0.71407,0.5733,2.4327,2.9311,NaN,0.972,0.56026,0.95692,1.0196,0.51696
0.70337,0.5755,2.5842,2.973,NaN,0.94092,0.56099,0.97443,1.0504,0.56971
0.71503,0.58982,2.7874,3.3167,NaN,0.89793,0.55768,0.99699,1.1094,0.66395
0.75853,0.58761,2.8399,3.5746,NaN,0.81968,0.57897,0.98585,1.1583,0.7378
0.75044,0.56274,2.6388,3.7193,NaN,0.79804,0.57275,0.9788,1.1776,0.74789
0.70975,0.54442,2.4779,3.6442,NaN,0.76868,0.5869,0.96702,1.151,0.70611
0.89524,0.55657,2.7422,3.8447,NaN,0.72976,1.107,0.93982,1.1803,0.67122
1.2259,0.57276,2.9634,4.2653,NaN,0.70026,1.9807,0.95403,1.2592,0.6572
1.3755,0.59785,2.914,4.274,NaN,0.69704,2.5939,0.95107,1.2338,0.6484
1.3299,0.61918,2.7401,4.11,NaN,0.69943,2.5344,0.91113,1.1722,0.62605
1.1938,0.63236,2.4921,3.7641,NaN,0.69763,2.1384,0.87233,1.1104,0.59857
1.0409,0.60552,2.4372,3.5819,NaN,0.66202,1.6793,0.83586,1.0897,0.56658
0.9317,0.5818,2.5927,3.4554,NaN,0.6323,1.2882,0.78342,1.0606,0.51368
0.85864,0.55337,2.6774,3.341,NaN,0.63177,1.0258,0.74984,1.0369,0.48159
0.80744,0.54156,2.6855,3.3553,NaN,0.65949,0.87724,0.74452,1.027,0.4706
0.76219,0.54357,2.8629,3.6642,NaN,0.68806,0.86049,0.7949,1.0126,0.4988
0.73059,0.56254,3.1954,3.9084,NaN,0.74533,0.9299,0.8638,1.075,0.53968
0.69046,0.62147,3.3295,3.8781,1.246,0.79133,0.88393,0.93791,1.0765,0.55602
0.66236,0.66064,3.1614,3.734,1.4449,0.81953,0.80356,0.97169,1.0449,0.54374
0.68522,0.67347,3.0078,3.888,1.5056,0.84686,0.71271,0.96607,1.0488,0.52268
0.70142,0.73196,2.8229,4.332,1.4086,0.81584,0.63585,0.96305,1.0658,0.52346
0.70433,0.74999,2.5752,4.4707,1.3011,0.7612,0.57881,0.96024,1.067,0.53883
0.73257,0.72478,2.256,4.2324,1.2417,0.69683,0.57362,0.94231,1.0593,0.54945
0.76769,0.70888,2.0096,3.9662,1.1472,0.71949,0.56279,0.95686,1.009,0.53067
0.80658,0.72363,2.0026,3.9034,1.0863,0.81515,0.60049,0.98827,1.0168,0.52571
0.85112,0.70069,2.092,3.6977,1.1417,0.84229,0.61966,0.9586,1.044,0.52186
0.83794,0.65381,2.1842,3.7159,1.1388,0.83822,0.60912,0.90147,1.053,0.52582
0.81032,0.60462,2.2133,3.6884,1.0645,0.86637,0.59906,0.91339,1.051,0.53372
0.78103,0.57261,2.1841,3.5598,0.9805,0.87173,0.57147,0.92721,1.0202,0.51964
0.74687,0.56502,2.2796,3.5065,0.97916,0.83017,0.55035,0.87821,1.0087,0.49123
0.70488,0.57341,2.3619,3.4481,0.98379,0.80323,0.53264,0.82806,1.0053,0.47721
0.66868,0.59896,2.4533,3.5476,0.99706,0.79304,0.53412,0.84116,0.9952,0.46371
0.67566,0.59959,2.4637,3.6745,1.0601,0.8077,0.54588,0.8644,0.99268,0.46323
0.70249,0.59198,2.417,3.6325,1.142,0.78784,0.55435,0.86352,0.99974,0.46633
0.7243,0.57838,2.4343,3.6277,1.1425,0.73812,0.54414,0.82787,1.0135,0.44184
0.72477,0.55466,2.4726,3.8095,1.1474,0.67174,0.54382,0.8398,1.0086,0.42103
0.73875,0.53942,2.6951,3.8821,1.2285,0.64002,0.56307,0.89051,1.0502,0.40773
0.72419,0.52799,3.0052,4.2336,1.212,0.6733,0.56416,0.90781,1.0922,0.43062
0.70408,0.55263,3.2067,5.1056,1.178,0.77574,0.55058,0.9114,1.1095,0.50875
0.70213,0.58538,3.1013,5.2288,1.1057,0.86916,0.54232,0.9193,1.1092,0.54655
0.70145,0.57489,2.8936,4.8833,1.0174,0.8688,0.52938,0.88796,1.0764,0.55275
