0,0,0
0.031788,0.014911,0.050797
0.041658,0.034463,0.080031
0.062559,0.096599,0.52069
0.064995,0.1057,0.11139
0.071747,0.12913,0.1493
0.065883,0.13354,0.20096
0.056533,0.14718,0.26706
0.036875,0.13796,0.26501
0.0083648,0.11396,0.27542
0.00011495,0.10916,0.25754
0.0036174,0.090375,0.25566
0.029751,0.043723,0.28102
0.11459,0.0053145,0.592
0.1207,-0.022213,0.42219
0.1587,-0.0053039,0.78373
0.18273,0.010687,0.49138
0.26933,0.0069898,0.91965
0.40079,-0.02484,0.45964
0.53356,-0.071717,0.32544
0.6978,-0.1442,0.38506
1.0058,-0.35732,0.24491
1.3396,-0.59533,0.060868
1.7344,-0.87823,-0.10381
2.1412,-1.1089,-0.14596
2.5684,-1.3329,-0.20243
2.9609,-1.5424,-0.18281
3.3791,-1.7557,-0.18541
3.8224,-1.9561,-0.2082
4.2566,-2.1124,-0.22865
4.7188,-2.2798,-0.32953
5.1683,-2.3293,-0.1627
5.6243,-2.3482,-0.15381
6.0511,-2.3624,-0.13199
6.4794,-2.3477,0.094203
6.8348,-2.2743,0.13861
7.1995,-2.2546,0.025047
7.5028,-2.2043,-0.18274
7.7515,-2.174,-0.29077
7.9918,-2.1469,-0.32561
8.2125,-1.998,-0.22677
8.3691,-1.843,-0.19258
8.5103,-1.7717,-0.11259
8.6404,-1.7942,-0.17323
8.7834,-1.7132,0.0048028
8.9317,-1.5855,0.40092
9.0867,-1.4409,1.1758
9.2796,-1.3522,1.114
9.5251,-1.3321,1.1201
9.7678,-1.3272,0.99551
10.061,-1.3732,0.82959
10.379,-1.3922,0.56889
10.69,-1.4177,0.77359
10.998,-1.49,0.55339
11.348,-1.5947,0.36453
11.686,-1.7701,0.18759
12.009,-1.9099,-0.055782
12.324,-2.0537,-0.15229
12.605,-2.2162,-0.4547
12.838,-2.3748,-0.73184
13.051,-2.5799,-1.0701
13.221,-2.6061,-1.3485
13.339,-2.6993,-1.7679
13.432,-2.7477,-1.7774
13.501,-2.682,-1.8623
13.516,-2.7092,-1.7018
13.562,-2.692,-1.6902
13.609,-2.5975,-1.6406
13.656,-2.5347,-1.6248
13.73,-2.4253,-1.5439
13.822,-2.2789,-1.4744
13.954,-2.2027,-1.5175
14.054,-2.0292,-1.5503
14.198,-1.8705,-1.4116
14.399,-1.8313,-1.2611
14.644,-1.7643,-1.2419
14.865,-1.6542,-1.1708
15.114,-1.5715,-1.1735
15.334,-1.4591,-1.0812
15.525,-1.4138,-0.99124
15.655,-1.3946,-0.98203
15.704,-1.2967,-0.94085
15.708,-1.3166,-0.96061
15.663,-1.2972,-0.91539
15.592,-1.3736,-0.87124
15.483,-1.4127,-0.84467
15.404,-1.5091,-0.76758
15.331,-1.5508,-0.80036
15.257,-1.5639,-0.76032
15.18,-1.6141,-0.77285
15.124,-1.6844,-0.77463
15.087,-1.6509,-0.73164
15.028,-1.634,-0.65391
14.962,-1.6146,-0.57151
14.869,-1.619,-0.51532
14.805,-1.6187,-0.433
14.755,-1.5818,-0.35812
14.741,-1.5798,-0.36364
14.746,-1.5511,-0.30542
14.736,-1.5714,-0.31527
14.734,-1.5521,-0.28026
14.717,-1.5455,-0.23194
14.679,-1.5319,-0.24618
14.659,-1.5791,-0.23115
14.621,-1.604,-0.25385
14.576,-1.6305,-0.26982
14.557,-1.6299,-0.27704
14.54,-1.6248,-0.33806
14.537,-1.6371,-0.29131
14.536,-1.6368,-0.39622
14.538,-1.6123,-0.36358
14.535,-1.6678,-0.40608
14.534,-1.6573,-0.41108
14.514,-1.6484,-0.42209
14.483,-1.6397,-0.43569
14.447,-1.6411,-0.45406
14.405,-1.6625,-0.42468
14.376,-1.6667,-0.48731
14.345,-1.6693,-0.47583
14.324,-1.676,-0.48352
14.294,-1.6911,-0.44256
14.298,-1.7135,-0.45149
14.27,-1.7093,-0.41555
14.255,-1.6947,-0.34283
14.228,-1.6752,-0.32483
14.212,-1.644,-0.31134
14.187,-1.6274,-0.30431
14.168,-1.6119,-0.26008
14.141,-1.6075,-0.24202
14.108,-1.6138,-0.30276
14.111,-1.5675,-0.25194
14.098,-1.5625,-0.29044
