splenius capitis,skull,68.5041784,-104.1642376,-44.64032954,T1,1.88715,-42.96688363,-35.6838465,C1,40.77643297,17.3514901,9.568875514,C7,25.38843132,-46.85105335,-16.59590835
splenius capitis,skull,68.5041784,-99.54396729,-47.37427122,T1,1.2725,-38.5265891,-83.72504304,C1,42.41124189,20.83022274,11.77028837,C7,29.16589227,-41.87340841,-15.94320402
splenius cervicis,C1,38.55144341,25.15308782,0.10108726,T1,1.3725,-14.40686394,-142.2100258,C4,26.52007947,-21.07760789,1.989042724,T1,39.07565,-28.17237124,-17.12176257
splenius cervicis,C2,26.29443327,2.101890878,-0.682253039,T1,1.0725,-35.92213382,-80.01679698,C3,30.36037042,-8.18799509,7.569001282,T1,22.4725,-34.42701938,-15.27617284
sternoicleidomastoid,T1,8.49515,92.86482749,-0.940551451,skull,66.07807089,-90.85038918,-46.86240989,,,,,,,,
sternoicleidomastoid,T1,33.0711,69.67510514,12.13955184,skull,65.61838416,-109.0856058,-40.03959951,,,,,,,,
sternoicleidomastoid,T1,48.0855,65.7811474,9.729710115,skull,62.00081524,-118.9875549,-42.1051105,,,,,,,,
levator T1,C1,39.08810908,24.87434082,0.068993767,T1,63.0566,-40.66175443,-56.35195308,C7,37.02597412,-38.38548623,2.062396159,,,,
levator T1,C2,25.44838821,1.486172558,-1.309370534,T1,66.60105,-38.4098808,-48.88259464,C7,42.56213811,-30.37771207,6.237287747,,,,
levator T1,C3,24.41433503,0.839794364,2.401938321,T1,72.95565,-35.89252146,-37.99401021,C7,46.07019852,-22.08822357,7.402915588,,,,
levator T1,C4,22.39190442,4.521225138,5.849989624,T1,78.88415,-32.47257578,-32.69422046,C7,47.44745163,-15.96631986,4.298472758,,,,
upper trapezius,skull,33.68953552,-143.1390573,-44.31514705,T1,83.31235,30.99357564,-0.524903517,C1,30.49443435,-18.57785007,18.35820167,T1,68.3934,20.93859612,8.071746228
upper trapezius,skull,8.761280774,-150.0960486,-40.32262871,T1,87.73385,24.93940235,-0.684198243,C1,9.270368683,-22.93112341,19.86787646,T1,72.345,14.0714231,6.748290645
upper trapezius,C1,0,-3.993073975,4.917862966,T1,91.16415,19.79541235,-1.813027713,,,,,,,,
upper trapezius,C2,0,-34.08375247,-12.85551685,T1,94.3725,15.50073822,-2.803770982,,,,,,,,
upper trapezius,C3,0,-42.84257348,-13.95529298,T1,97.0725,9.626060368,-5.039675795,,,,,,,,
upper trapezius,C4,0,-42.6890011,-10.24774551,T1,100.2225,4.0819513,-6.460364784,,,,,,,,
upper trapezius,C5,0,-51.95128446,-11.28660588,T1,105.6225,-0.753608815,-8.088203343,,,,,,,,
upper trapezius,C6,0,-64.36756534,-12.7727342,T1,113.2725,-4.720599785,-9.101729335,,,,,,,,
upper trapezius,C7,0,-58.76420286,-21.89113571,T1,121.3725,-7.441944565,-9.462817796,,,,,,,,
